,base_estimator,density,learning_rate,n_estimators,cv_score_avg,cv_score_std,privacy,epsilon,delta
1834,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=10, max_splits=30)",0.1,0.1,10,0.665894011925758,0.0022462597367470184,"(1, sLIN)-DP",1.0,sLIN
1835,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=10, max_splits=30)",0.1,0.1,20,0.6738389182833627,0.021458555920360025,"(1, sLIN)-DP",1.0,sLIN
1836,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=2,
               max_random_trees=5, max_splits=30)",0.1,0.25,5,0.6678928361468044,0.002439650982496394,"(1, sLIN)-DP",1.0,sLIN
1837,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=2,
               max_random_trees=5, max_splits=30)",0.1,0.25,10,0.6400436717897036,0.03510447594443978,"(1, sLIN)-DP",1.0,sLIN
1838,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=2,
               max_random_trees=5, max_splits=30)",0.1,0.25,20,0.6317628285882254,0.06604898959786427,"(1, sLIN)-DP",1.0,sLIN
1839,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=2,
               max_random_trees=10, max_splits=30)",0.1,0.25,5,0.6732342319643907,0.011246912674348526,"(1, sLIN)-DP",1.0,sLIN
1840,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=2,
               max_random_trees=10, max_splits=30)",0.1,0.25,10,0.6311077517426724,0.03929634064850932,"(1, sLIN)-DP",1.0,sLIN
1841,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=2,
               max_random_trees=10, max_splits=30)",0.1,0.25,20,0.6640463592844545,0.06934458667871983,"(1, sLIN)-DP",1.0,sLIN
1842,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=5, max_splits=30)",0.1,0.25,5,0.6496346686822877,0.020549026355073812,"(1, sLIN)-DP",1.0,sLIN
1843,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=5, max_splits=30)",0.1,0.25,10,0.6315444696397077,0.024911274285150307,"(1, sLIN)-DP",1.0,sLIN
1844,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=5, max_splits=30)",0.1,0.25,20,0.6018476526413034,0.04070032569161817,"(1, sLIN)-DP",1.0,sLIN
1845,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=10, max_splits=30)",0.1,0.25,5,0.6735365751238767,0.015348619485429156,"(1, sLIN)-DP",1.0,sLIN
1846,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=10, max_splits=30)",0.1,0.25,10,0.6968505920886873,0.048742415984205215,"(1, sLIN)-DP",1.0,sLIN
1847,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=10, max_splits=30)",0.1,0.25,20,0.6426639791719156,0.06722452990958806,"(1, sLIN)-DP",1.0,sLIN
1848,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=2,
               max_random_trees=5, max_splits=30)",0.1,0.5,5,0.6616780045351474,0.007126019471451596,"(1, sLIN)-DP",1.0,sLIN
1849,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=2,
               max_random_trees=5, max_splits=30)",0.1,0.5,10,0.6221718316956412,0.0982874135300889,"(1, sLIN)-DP",1.0,sLIN
1850,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=2,
               max_random_trees=5, max_splits=30)",0.1,0.5,20,0.4763248509280255,0.10025751589605497,"(1, sLIN)-DP",1.0,sLIN
1851,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=2,
               max_random_trees=10, max_splits=30)",0.1,0.5,5,0.6516838834299152,0.04091003933646867,"(1, sLIN)-DP",1.0,sLIN
1852,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=2,
               max_random_trees=10, max_splits=30)",0.1,0.5,10,0.5076509616192156,0.15865796565985316,"(1, sLIN)-DP",1.0,sLIN
1853,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=2,
               max_random_trees=10, max_splits=30)",0.1,0.5,20,0.6145460653397161,0.09302581329314472,"(1, sLIN)-DP",1.0,sLIN
1854,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=5, max_splits=30)",0.1,0.5,5,0.6881666246745611,0.03930163169314478,"(1, sLIN)-DP",1.0,sLIN
1855,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=5, max_splits=30)",0.1,0.5,10,0.5665910808767951,0.06612175868661964,"(1, sLIN)-DP",1.0,sLIN
1856,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=5, max_splits=30)",0.1,0.5,20,0.5606617955824305,0.10229066450583531,"(1, sLIN)-DP",1.0,sLIN
1857,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=10, max_splits=30)",0.1,0.5,5,0.6423280423280422,0.04453037060934473,"(1, sLIN)-DP",1.0,sLIN
1858,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=10, max_splits=30)",0.1,0.5,10,0.5942386831275721,0.12004843774148612,"(1, sLIN)-DP",1.0,sLIN
1859,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=10, max_splits=30)",0.1,0.5,20,0.6098261526832955,0.05490839670539861,"(1, sLIN)-DP",1.0,sLIN
1860,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=2,
               max_random_trees=5, max_splits=30)",0.1,0.75,5,0.6379608633576888,0.05842011741625815,"(1, sLIN)-DP",1.0,sLIN
1861,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=2,
               max_random_trees=5, max_splits=30)",0.1,0.75,10,0.5673805324598976,0.08313697791958857,"(1, sLIN)-DP",1.0,sLIN
1862,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=2,
               max_random_trees=5, max_splits=30)",0.1,0.75,20,0.4711850172167632,0.03974370681017425,"(1, sLIN)-DP",1.0,sLIN
1863,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=2,
               max_random_trees=10, max_splits=30)",0.1,0.75,5,0.6284034601494919,0.06254643355127999,"(1, sLIN)-DP",1.0,sLIN
1864,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=2,
               max_random_trees=10, max_splits=30)",0.1,0.75,10,0.5562274292433023,0.09525152880202578,"(1, sLIN)-DP",1.0,sLIN
1865,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=2,
               max_random_trees=10, max_splits=30)",0.1,0.75,20,0.5552028218694885,0.08657349597227054,"(1, sLIN)-DP",1.0,sLIN
1866,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=5, max_splits=30)",0.1,0.75,5,0.5980515663055346,0.10487467268888485,"(1, sLIN)-DP",1.0,sLIN
1867,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=5, max_splits=30)",0.1,0.75,10,0.5242630385487528,0.06980830260030367,"(1, sLIN)-DP",1.0,sLIN
1868,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=5, max_splits=30)",0.1,0.75,20,0.48494163097337706,0.057782294358930765,"(1, sLIN)-DP",1.0,sLIN
1869,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=10, max_splits=30)",0.1,0.75,5,0.6496514655244814,0.10034699224617674,"(1, sLIN)-DP",1.0,sLIN
1870,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=10, max_splits=30)",0.1,0.75,10,0.4734861845972958,0.09116117467850876,"(1, sLIN)-DP",1.0,sLIN
1871,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               global_delta='sLIN', global_epsilon=1, max_depth=14,
               max_random_trees=10, max_splits=30)",0.1,0.75,20,0.5368270765096161,0.0771834363882121,"(1, sLIN)-DP",1.0,sLIN
1872,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=2, max_random_trees=5,
               max_splits=30)",0.1,0.1,5,0.666599479297892,0.00013437473754933648,"(1, sLIN)-DP",1.0,sLIN
1873,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=2, max_random_trees=5,
               max_splits=30)",0.1,0.1,10,0.6654237003443353,0.0018563360548109235,"(1, sLIN)-DP",1.0,sLIN
1874,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=2, max_random_trees=5,
               max_splits=30)",0.1,0.1,20,0.6651885445536239,0.0017820491757621329,"(1, sLIN)-DP",1.0,sLIN
1875,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=2, max_random_trees=10,
               max_splits=30)",0.1,0.1,5,0.6655748719240783,0.0022685066621159224,"(1, sLIN)-DP",1.0,sLIN
1876,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=2, max_random_trees=10,
               max_splits=30)",0.1,0.1,10,0.666246745611825,0.0007165777780364784,"(1, sLIN)-DP",1.0,sLIN
1877,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=2, max_random_trees=10,
               max_splits=30)",0.1,0.1,20,0.6578987150415722,0.011418715203480905,"(1, sLIN)-DP",1.0,sLIN
1878,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=14, max_random_trees=5,
               max_splits=30)",0.1,0.1,5,0.6676408835138993,0.003477635991096097,"(1, sLIN)-DP",1.0,sLIN
1879,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=14, max_random_trees=5,
               max_splits=30)",0.1,0.1,10,0.6679768203577727,0.002796358951427796,"(1, sLIN)-DP",1.0,sLIN
1880,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=14, max_random_trees=5,
               max_splits=30)",0.1,0.1,20,0.6585369950449316,0.021367497918925366,"(1, sLIN)-DP",1.0,sLIN
1881,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=14, max_random_trees=10,
               max_splits=30)",0.1,0.1,5,0.6692701772066851,0.003766389899904001,"(1, sLIN)-DP",1.0,sLIN
1882,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=14, max_random_trees=10,
               max_splits=30)",0.1,0.1,10,0.6775006298815822,0.022481931699227364,"(1, sLIN)-DP",1.0,sLIN
1883,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=14, max_random_trees=10,
               max_splits=30)",0.1,0.1,20,0.6657596371882085,0.006913568820480885,"(1, sLIN)-DP",1.0,sLIN
1884,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=2, max_random_trees=5,
               max_splits=30)",0.1,0.25,5,0.6602502729486857,0.00983305562706881,"(1, sLIN)-DP",1.0,sLIN
1885,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=2, max_random_trees=5,
               max_splits=30)",0.1,0.25,10,0.6903502141597381,0.045402240403884284,"(1, sLIN)-DP",1.0,sLIN
1886,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=2, max_random_trees=5,
               max_splits=30)",0.1,0.25,20,0.6442092886537332,0.06025181119575134,"(1, sLIN)-DP",1.0,sLIN
1887,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=2, max_random_trees=10,
               max_splits=30)",0.1,0.25,5,0.6668346350886034,0.010668176836677406,"(1, sLIN)-DP",1.0,sLIN
1888,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=2, max_random_trees=10,
               max_splits=30)",0.1,0.25,10,0.6411354665322919,0.04400583525926992,"(1, sLIN)-DP",1.0,sLIN
1889,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=2, max_random_trees=10,
               max_splits=30)",0.1,0.25,20,0.6317796254304191,0.040842881787013806,"(1, sLIN)-DP",1.0,sLIN
1890,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=14, max_random_trees=5,
               max_splits=30)",0.1,0.25,5,0.6878138909884941,0.050323557862235614,"(1, sLIN)-DP",1.0,sLIN
1891,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=14, max_random_trees=5,
               max_splits=30)",0.1,0.25,10,0.6677752582514488,0.07364852002014713,"(1, sLIN)-DP",1.0,sLIN
1892,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=14, max_random_trees=5,
               max_splits=30)",0.1,0.25,20,0.6513815402704292,0.02322663791619856,"(1, sLIN)-DP",1.0,sLIN
1893,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=14, max_random_trees=10,
               max_splits=30)",0.1,0.25,5,0.6828756193835559,0.03158060955124103,"(1, sLIN)-DP",1.0,sLIN
1894,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=14, max_random_trees=10,
               max_splits=30)",0.1,0.25,10,0.6413202317964222,0.05144923488707967,"(1, sLIN)-DP",1.0,sLIN
1895,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=14, max_random_trees=10,
               max_splits=30)",0.1,0.25,20,0.6565381708238851,0.04029011028408006,"(1, sLIN)-DP",1.0,sLIN
1896,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=2, max_random_trees=5,
               max_splits=30)",0.1,0.5,5,0.6147812211304275,0.057251893091036454,"(1, sLIN)-DP",1.0,sLIN
1897,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=2, max_random_trees=5,
               max_splits=30)",0.1,0.5,10,0.6625346434870244,0.11414770379943721,"(1, sLIN)-DP",1.0,sLIN
1898,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=2, max_random_trees=5,
               max_splits=30)",0.1,0.5,20,0.5958343831359704,0.07204542547096847,"(1, sLIN)-DP",1.0,sLIN
1899,"DPRandomForest(dp_epsilon=0.08731078857878784, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=2, max_random_trees=10,
               max_splits=30)",0.1,0.5,5,0.6422776518014612,0.04277214861404073,"(1, sLIN)-DP",1.0,sLIN
1900,"DPRandomForest(dp_epsilon=0.06176845958753349, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=2, max_random_trees=10,
               max_splits=30)",0.1,0.5,10,0.6706307214243722,0.06507594828783755,"(1, sLIN)-DP",1.0,sLIN
1901,"DPRandomForest(dp_epsilon=0.043691917766944706, dp_zeta=0.0001679684219366759,
               extra_random=False, global_delta='sLIN', global_epsilon=1,
               labeling_budget_ratio=0.5, max_depth=2, max_random_trees=10,
               max_splits=30)",0.1,0.5,20,0.5702527924750147,0.10339794163726207,"(1, sLIN)-DP",1.0,sLIN
